,Actual,Predicted,,,,,,,,,,,,,,,,
33547,205,192.60234,,,,42335,2014,10,30,22,205,8,12,1023,cv,1.78,0,0
33548,206,209.21129,,,,42336,2014,10,30,23,206,9,12,1023,cv,2.67,0,1
33549,212,210.18324,,,,42337,2014,10,31,0,212,10,11,1022,NE,0.89,0,0
33550,216,214.3324,,,,42338,2014,10,31,1,216,9,11,1022,cv,0.89,0,0
33551,232,218.37546,,,,42339,2014,10,31,2,232,8,12,1022,NE,0.89,0,0
33552,223,226.07784,,,,42340,2014,10,31,3,223,9,11,1022,NW,0.89,0,0
33553,229,217.9432,,,,42341,2014,10,31,4,229,9,11,1021,SE,0.89,0,0
33554,206,226.28145,,,,42342,2014,10,31,5,206,9,11,1021,NW,0.89,0,0
33555,194,199.03235,,,,42343,2014,10,31,6,194,9,11,1021,cv,0.89,0,0
33556,211,193.61339,,,,42344,2014,10,31,7,211,9,12,1021,NE,0.89,0,0
33557,225,208.38295,,,,42345,2014,10,31,8,225,10,12,1022,NE,1.78,0,0
33558,169,219.97993,,,,42346,2014,10,31,9,169,10,14,1022,cv,0.89,0,0
33559,144,162.051,,,,42347,2014,10,31,10,144,10,14,1022,cv,2.68,0,0
33560,150,142.03978,,,,42348,2014,10,31,11,150,10,14,1021,cv,3.57,0,1
33561,144,156.05289,,,,42349,2014,10,31,12,144,10,15,1021,SE,1.79,0,0
33562,143,146.39345,,,,42350,2014,10,31,13,143,10,15,1020,SE,3.58,0,1
33563,143,144.3884,,,,42351,2014,10,31,14,143,10,15,1019,SE,5.37,0,2
33564,145,143.50731,,,,42352,2014,10,31,15,145,9,15,1019,SE,7.16,0,0
33565,152,146.34381,,,,42353,2014,10,31,16,152,9,15,1019,SE,8.95,0,0
33566,165,153.74927,,,,42354,2014,10,31,17,165,10,14,1018,cv,0.89,0,0
33567,176,173.01326,,,,42355,2014,10,31,18,176,9,14,1019,cv,1.78,0,0
33568,209,182.62671,,,,42356,2014,10,31,19,209,9,13,1019,cv,2.67,0,0
33569,224,220.5656,,,,42357,2014,10,31,20,224,10,13,1019,cv,3.56,0,0
33570,200,233.33376,,,,42358,2014,10,31,21,200,10,14,1020,SE,1.79,0,0
33571,188,197.98395,,,,42359,2014,10,31,22,188,10,14,1020,SE,4.92,0,0
33572,184,186.44911,,,,42360,2014,10,31,23,184,10,13,1019,SE,6.71,0,0
33573,180,184.66156,,,,42361,2014,11,1,0,180,10,13,1019,NW,1.79,0,0
33574,189,178.28482,,,,42362,2014,11,1,1,189,8,9,1019,cv,0.89,0,0
33575,215,194.228,,,,42363,2014,11,1,2,215,8,9,1019,cv,1.34,0,0
33576,180,222.80594,,,,42364,2014,11,1,3,180,8,8,1019,NW,1.79,0,0
33577,81,177.36188,,,,42365,2014,11,1,4,81,6,6,1019,cv,0.89,0,0
33578,78,70.91633,,,,42366,2014,11,1,5,78,4,4,1019,NW,1.79,0,0
33579,24,78.144714,,,,42367,2014,11,1,6,24,5,6,1019,NE,0.89,0,0
33580,26,22.382671,,,,42368,2014,11,1,7,26,5,5,1020,cv,0.89,0,0
33581,29,30.590487,,,,42369,2014,11,1,8,29,6,8,1020,cv,1.78,0,0
33582,22,34.158985,,,,42370,2014,11,1,9,22,6,11,1020,cv,2.67,0,0
33583,14,26.162699,,,,42371,2014,11,1,10,14,2,14,1021,NW,4.92,0,0
33584,11,14.572899,,,,42372,2014,11,1,11,11,-2,15,1020,NW,12.97,0,0
33585,12,10.9436655,,,,42373,2014,11,1,12,12,-6,15,1020,NW,20.12,0,0
33586,11,11.516304,,,,42374,2014,11,1,13,11,-6,15,1019,NW,25.93,0,0
33587,13,13.123944,,,,42375,2014,11,1,14,13,-7,16,1018,NW,31.74,0,0
33588,12,15.235071,,,,42376,2014,11,1,15,12,-7,16,1018,NW,37.55,0,0
33589,9,14.275781,,,,42377,2014,11,1,16,9,-9,15,1018,NW,44.7,0,0
33590,10,11.035963,,,,42378,2014,11,1,17,10,-8,15,1018,NW,50.51,0,0
33591,10,12.951915,,,,42379,2014,11,1,18,10,-7,14,1018,NW,56.32,0,0
33592,15,13.997423,,,,42380,2014,11,1,19,15,-6,14,1019,NW,61.24,0,0
33593,18,18.162304,,,,42381,2014,11,1,20,18,-5,14,1019,NW,65.26,0,0
33594,18,20.968115,,,,42382,2014,11,1,21,18,-5,13,1020,NW,69.28,0,0
33595,14,20.387716,,,,42383,2014,11,1,22,14,-7,13,1021,NW,77.33,0,0
33596,16,14.22333,,,,42384,2014,11,1,23,16,-8,12,1021,NW,88.51,0,0
33597,10,17.28684,,,,42385,2014,11,2,0,10,-10,11,1022,NW,98.34,0,0
33598,9,10.554347,,,,42386,2014,11,2,1,9,-10,10,1022,NW,106.39,0,0
33599,6,10.938343,,,,42387,2014,11,2,2,6,-11,10,1022,NW,113.54,0,0
33600,8,7.52638,,,,42388,2014,11,2,3,8,-12,9,1022,NW,120.69,0,0
33601,6,9.84094,,,,42389,2014,11,2,4,6,-11,9,1022,NW,130.52,0,0
33602,3,8.372476,,,,42390,2014,11,2,5,3,-11,9,1023,NW,138.57,0,0
33603,2,4.549699,,,,42391,2014,11,2,6,2,-10,8,1023,NW,147.51,0,0
33604,8,4.872951,,,,42392,2014,11,2,7,8,-9,9,1024,NW,153.32,0,0
33605,8,9.993228,,,,42393,2014,11,2,8,8,-8,10,1025,NW,159.13,0,0
33606,7,8.8439045,,,,42394,2014,11,2,9,7,-9,11,1026,NW,164.05,0,0
33607,6,6.4599867,,,,42395,2014,11,2,10,6,-10,11,1025,NW,171.2,0,0
33608,8,6.563831,,,,42396,2014,11,2,11,8,-10,12,1025,NW,177.01,0,0
33609,6,8.675495,,,,42397,2014,11,2,12,6,-10,14,1024,NW,184.16,0,0
33610,9,6.2112517,,,,42398,2014,11,2,13,9,-12,14,1023,NW,193.99,0,0
33611,8,9.461226,,,,42399,2014,11,2,14,8,-12,14,1022,NW,202.93,0,0
33612,7,9.310665,,,,42400,2014,11,2,15,7,-12,15,1022,NW,210.08,0,0
33613,10,7.6798587,,,,42401,2014,11,2,16,10,-12,15,1022,NW,218.13,0,0
33614,10,10.948353,,,,42402,2014,11,2,17,10,-12,14,1022,NW,223.94,0,0
33615,11,11.539484,,,,42403,2014,11,2,18,11,-11,13,1022,NW,229.75,0,0
33616,10,13.320794,,,,42404,2014,11,2,19,10,-11,12,1022,NW,234.67,0,0
33617,7,12.001587,,,,42405,2014,11,2,20,7,-11,12,1022,NW,238.69,0,0
33618,8,8.223831,,,,42406,2014,11,2,21,8,-7,8,1023,NW,240.48,0,0
33619,7,13.388451,,,,42407,2014,11,2,22,7,-5,5,1022,cv,0.89,0,0
33620,10,17.724428,,,,42408,2014,11,2,23,10,-4,5,1022,cv,1.78,0,0
33621,17,18.367458,,,,42409,2014,11,3,0,17,-3,3,1022,cv,2.67,0,0
33622,22,26.308441,,,,42410,2014,11,3,1,22,-3,3,1022,cv,3.12,0,0
33623,28,29.378874,,,,42411,2014,11,3,2,28,-5,4,1022,cv,4.91,0,0
33624,28,32.75892,,,,42412,2014,11,3,3,28,-3,3,1022,NE,0.89,0,0
33625,26,34.76921,,,,42413,2014,11,3,4,26,-3,3,1022,cv,0.45,0,0
33626,25,31.893919,,,,42414,2014,11,3,5,25,-4,1,1022,NW,3.13,0,0
33627,20,27.920609,,,,42415,2014,11,3,6,20,-3,0,1022,cv,0.89,0,0
33628,11,26.133963,,,,42416,2014,11,3,7,11,-3,0,1022,cv,1.78,0,0
33629,28,15.498913,,,,42417,2014,11,3,8,28,-1,5,1023,SE,1.79,0,0
33630,39,31.461197,,,,42418,2014,11,3,9,39,-4,10,1023,cv,0.89,0,0
33631,38,39.79996,,,,42419,2014,11,3,10,38,-6,13,1022,NW,1.79,0,0
33632,14,37.162533,,,,42420,2014,11,3,11,14,-5,15,1022,cv,1.79,0,0
33633,11,15.74623,,,,42421,2014,11,3,12,11,-5,17,1021,cv,3.58,0,0
33634,18,16.353249,,,,42422,2014,11,3,13,18,-7,18,1019,SE,3.13,0,0
33635,8,24.677883,,,,42423,2014,11,3,14,8,-8,19,1018,SE,6.26,0,0
33636,10,12.341384,,,,42424,2014,11,3,15,10,-8,20,1018,SE,9.39,0,0
33637,10,14.739475,,,,42425,2014,11,3,16,10,-8,20,1018,SE,12.52,0,0
33638,11,15.352489,,,,42426,2014,11,3,17,11,-8,20,1018,SE,15.65,0,0
33639,23,16.579203,,,,42427,2014,11,3,18,23,-8,20,1018,SE,18.78,0,0
33640,34,29.029778,,,,42428,2014,11,3,19,34,-5,14.66666667,1018,cv,0.89,0,0
33641,40,47.06634,,,,42429,2014,11,3,20,40,1,9.333333333,1018,cv,1.78,0,0
33642,43,56.890026,,,,42430,2014,11,3,21,43,0,4,1017,cv,2.67,0,0
33643,48,57.019016,,,,42431,2014,11,3,22,48,0,4,1017,cv,3.56,0,0
33644,57,56.60061,,,,42432,2014,11,3,23,57,0,4,1017,cv,4.45,0,0
33645,61,64.46348,,,,42433,2014,11,4,0,61,0,4,1017,cv,5.34,0,0
33646,60,67.756645,,,,42434,2014,11,4,1,60,0,4,1017,cv,6.23,0,0
33647,68,66.00687,,,,42435,2014,11,4,2,68,-1,2,1017,NE,1.79,0,0
33648,76,74.45207,,,,42436,2014,11,4,3,76,0,2,1016,NE,2.68,0,0
33649,72,78.233604,,,,42437,2014,11,4,4,72,0,2,1016,cv,0.45,0,0
33650,80,76.28834,,,,42438,2014,11,4,5,80,0,1,1016,cv,0.9,0,0
33651,80,85.62872,,,,42439,2014,11,4,6,80,-1,1,1016,cv,1.79,0,0
33652,66,85.12645,,,,42440,2014,11,4,7,66,0,1,1016,cv,2.68,0,0
33653,64,70.04124,,,,42441,2014,11,4,8,64,1,3,1017,NE,0.89,0,0
33654,85,67.674484,,,,42442,2014,11,4,9,85,0,7,1017,cv,0.89,0,0
33655,96,87.51484,,,,42443,2014,11,4,10,96,-1,10,1017,SE,1.79,0,0
33656,109,95.36453,,,,42444,2014,11,4,11,109,-1,11,1017,SE,3.58,0,0
33657,118,111.53596,,,,42445,2014,11,4,12,118,0,13,1016,SE,5.37,0,0
33658,141,119.99643,,,,42446,2014,11,4,13,141,-1,14,1015,SE,8.5,0,0
33659,159,143.50725,,,,42447,2014,11,4,14,159,-1,15,1014,SE,12.52,0,0
33660,153,160.98238,,,,42448,2014,11,4,15,153,0,15,1014,cv,3.13,0,0
33661,153,156.22382,,,,42449,2014,11,4,16,153,0,15,1013,SE,4.02,0,0
33662,152,155.41933,,,,42450,2014,11,4,17,152,1,12,1013,cv,0.45,0,0
33663,157,159.06453,,,,42451,2014,11,4,18,157,3,8,1014,cv,1.34,0,0
33664,159,166.94633,,,,42452,2014,11,4,19,159,3,7,1015,cv,2.23,0,0
33665,196,166.23769,,,,42453,2014,11,4,20,196,3,6,1015,NE,0.89,0,0
33666,208,201.36789,,,,42454,2014,11,4,21,208,3,5,1015,cv,0.89,0,0
33667,215,212.96841,,,,42455,2014,11,4,22,215,2,5,1016,cv,1.78,0,0
33668,255,216.89505,,,,42456,2014,11,4,23,255,2,4,1016,cv,2.67,0,0
33669,239,264.58356,,,,42457,2014,11,5,0,239,1,4,1016,NW,3.13,0,0
33670,232,236.54102,,,,42458,2014,11,5,1,232,1,4,1016,cv,0.89,0,0
33671,210,231.2759,,,,42459,2014,11,5,2,210,2,3,1017,NE,1.79,0,0
33672,184,203.88795,,,,42460,2014,11,5,3,184,0,3,1016,NW,4.02,0,0
33673,174,175.90591,,,,42461,2014,11,5,4,174,0,4,1016,cv,0.89,0,0
33674,164,171.76059,,,,42462,2014,11,5,5,164,-1,2,1016,NW,1.79,0,0
33675,147,161.10301,,,,42463,2014,11,5,6,147,-1,3,1016,NW,4.92,0,0
33676,98,142.7975,,,,42464,2014,11,5,7,98,-1,3,1017,NW,6.71,0,0
33677,136,90.78751,,,,42465,2014,11,5,8,136,2,5,1018,NW,8.5,0,0
33678,137,134.60551,,,,42466,2014,11,5,9,137,3,10,1018,NW,10.29,0,0
33679,90,132.33202,,,,42467,2014,11,5,10,90,-2,14,1018,cv,0.89,0,0
33680,14,81.19156,,,,42468,2014,11,5,11,14,-4,17,1018,NW,1.79,0,0
33681,8,4.5879593,,,,42469,2014,11,5,12,8,-8,19,1017,NW,7.6,0,0
33682,8,7.2312207,,,,42470,2014,11,5,13,8,-8,20,1016,NW,14.75,0,0
33683,11,9.733327,,,,42471,2014,11,5,14,11,-9,20,1016,NW,22.8,0,0
33684,9,13.465868,,,,42472,2014,11,5,15,9,-8,20,1016,NW,29.95,0,0
33685,6,12.087994,,,,42473,2014,11,5,16,6,-8,20,1016,NW,37.1,0,0
33686,6,9.074786,,,,42474,2014,11,5,17,6,-8,19,1016,NW,41.12,0,0
33687,10,9.642584,,,,42475,2014,11,5,18,10,-8,18,1017,NW,46.93,0,0
33688,10,13.350577,,,,42476,2014,11,5,19,10,-5,15,1019,NW,50.95,0,0
33689,7,15.115372,,,,42477,2014,11,5,20,7,-7,13,1020,NE,4.02,0,0
33690,6,10.316376,,,,42478,2014,11,5,21,6,-7,14,1022,NW,4.92,0,0
33691,5,6.4843245,,,,42479,2014,11,5,22,5,-6,10,1023,NW,8.05,0,0
33692,6,8.968641,,,,42480,2014,11,5,23,6,-7,7,1024,NE,1.79,0,0
33693,4,10.247934,,,,42481,2014,11,6,0,4,-7,7,1025,NW,4.02,0,0
33694,5,6.025069,,,,42482,2014,11,6,1,5,-7,5,1025,NW,8.04,0,0
33695,4,8.088753,,,,42483,2014,11,6,2,4,-8,7,1026,NW,9.83,0,0
33696,3,4.6126685,,,,42484,2014,11,6,3,3,-7,4,1026,NW,11.62,0,0
33697,8,6.745577,,,,42485,2014,11,6,4,8,-7,5,1027,NE,3.13,0,0
33698,9,10.286926,,,,42486,2014,11,6,5,9,-8,7,1028,NE,4.92,0,0
33699,7,8.138934,,,,42487,2014,11,6,6,7,-8,7,1029,NE,8.94,0,0
33700,7,6.5360622,,,,42488,2014,11,6,7,7,-7,6,1029,NE,13.86,0,0
33701,9,8.783404,,,,42489,2014,11,6,8,9,-6,8,1031,NE,18.78,0,0
33702,11,8.638901,,,,42490,2014,11,6,9,11,-8,9,1032,NE,24.59,0,0
33703,0,8.760487,,,,42491,2014,11,6,10,NA,-8,9,1032,NE,29.51,0,0
33704,9,-0.6382538,,,,42492,2014,11,6,11,9,-9,10,1032,NE,35.32,0,0
33705,7,8.686378,,,,42493,2014,11,6,12,7,-12,10,1031,NE,41.13,0,0
33706,4,6.057886,,,,42494,2014,11,6,13,4,-14,11,1030,NE,46.05,0,0
33707,3,3.090854,,,,42495,2014,11,6,14,3,-16,11,1029,NE,51.86,0,0
33708,4,2.9961016,,,,42496,2014,11,6,15,4,-15,12,1029,NE,55.88,0,0
33709,7,4.761756,,,,42497,2014,11,6,16,7,-17,12,1029,NE,59.01,0,0
33710,6,6.9879932,,,,42498,2014,11,6,17,6,-13,9,1030,NE,59.9,0,0
33711,6,9.5459385,,,,42499,2014,11,6,18,6,-8,5,1030,cv,0.89,0,0
33712,33,18.876307,,,,42500,2014,11,6,19,33,-7,5,1031,cv,1.78,0,0
33713,40,42.222927,,,,42501,2014,11,6,20,40,-5,4,1031,cv,2.67,0,0
33714,40,47.06132,,,,42502,2014,11,6,21,40,-4,4,1032,SE,0.89,0,0
33715,48,43.136242,,,,42503,2014,11,6,22,48,-5,2,1033,cv,0.89,0,0
33716,44,52.807896,,,,42504,2014,11,6,23,44,-3,2,1033,SE,0.89,0,0
33717,41,45.849483,,,,42505,2014,11,7,0,41,-3,2,1033,SE,1.78,0,0
33718,44,42.420647,,,,42506,2014,11,7,1,44,-4,2,1033,cv,0.89,0,0
33719,45,46.61947,,,,42507,2014,11,7,2,45,-5,3,1032,cv,1.78,0,0
33720,79,46.873684,,,,42508,2014,11,7,3,79,-5,0,1032,cv,2.67,0,0
33721,76,88.481964,,,,42509,2014,11,7,4,76,-4,1,1032,cv,3.56,0,0
33722,79,78.87955,,,,42510,2014,11,7,5,79,-3,0,1032,SE,0.89,0,0
33723,90,81.226875,,,,42511,2014,11,7,6,90,-4,0,1032,NW,0.89,0,0
33724,73,90.46878,,,,42512,2014,11,7,7,73,-4,1,1033,NW,1.78,0,0
33725,70,68.49739,,,,42513,2014,11,7,8,70,-4,1,1033,NE,0.89,0,0
33726,66,66.397804,,,,42514,2014,11,7,9,66,-6,5,1034,cv,0.89,0,0
33727,59,64.56884,,,,42515,2014,11,7,10,59,-7,6,1034,cv,1.78,0,0
33728,62,57.077885,,,,42516,2014,11,7,11,62,-7,7,1033,cv,2.67,0,0
33729,60,64.5348,,,,42517,2014,11,7,12,60,-6,8,1033,cv,3.56,0,0
33730,41,62.50831,,,,42518,2014,11,7,13,41,-5,8,1032,cv,4.45,0,0
33731,38,42.71244,,,,42519,2014,11,7,14,38,-6,9,1031,cv,5.34,0,0
33732,33,41.062138,,,,42520,2014,11,7,15,33,-5,9,1030,NE,1.79,0,0
33733,18,36.82604,,,,42521,2014,11,7,16,18,-4,9,1030,cv,0.89,0,0
33734,28,22.307444,,,,42522,2014,11,7,17,28,-4,8,1030,cv,1.78,0,0
33735,46,34.257458,,,,42523,2014,11,7,18,46,-3,5,1030,cv,2.67,0,0
33736,51,56.100735,,,,42524,2014,11,7,19,51,-4,8,1030,SE,3.13,0,0
33737,57,52.7227,,,,42525,2014,11,7,20,57,-3,8,1030,SE,4.92,0,0
33738,37,59.340363,,,,42526,2014,11,7,21,37,-1,7,1031,cv,1.79,0,0
33739,35,39.71247,,,,42527,2014,11,7,22,35,0,3,1031,cv,2.68,0,0
33740,41,42.343945,,,,42528,2014,11,7,23,41,-1,2,1030,SE,0.89,0,0
33741,46,46.249546,,,,42529,2014,11,8,0,46,-1,1,1030,cv,0.89,0,0
33742,56,51.158245,,,,42530,2014,11,8,1,56,-2,-1,1030,NW,1.79,0,0
33743,69,59.02245,,,,42531,2014,11,8,2,69,-3,-1,1030,NW,3.58,0,0
33744,79,70.088425,,,,42532,2014,11,8,3,79,-1,0,1029,cv,0.89,0,0
33745,76,83.51866,,,,42533,2014,11,8,4,76,-2,0,1029,NW,0.89,0,0
33746,65,74.763626,,,,42534,2014,11,8,5,65,-2,-1,1029,NW,2.68,0,0
33747,69,64.043015,,,,42535,2014,11,8,6,69,-5,-2,1029,NW,5.81,0,0
33748,74,66.79439,,,,42536,2014,11,8,7,74,-4,0,1029,NW,7.6,0,0
33749,79,71.67282,,,,42537,2014,11,8,8,79,-2,3,1030,NW,10.73,0,0
33750,78,76.11596,,,,42538,2014,11,8,9,78,-2,5,1030,NW,13.86,0,0
33751,87,74.23057,,,,42539,2014,11,8,10,87,-3,8,1029,NW,15.65,0,0
33752,82,82.95372,,,,42540,2014,11,8,11,82,-2,9,1029,NW,17.44,0,0
33753,74,78.51615,,,,42541,2014,11,8,12,74,-2,11,1028,cv,1.79,0,0
33754,77,74.91328,,,,42542,2014,11,8,13,77,-4,11,1027,cv,2.68,0,0
33755,84,79.59191,,,,42543,2014,11,8,14,84,-2,12,1026,SE,1.79,0,0
33756,87,88.252235,,,,42544,2014,11,8,15,87,-2,13,1025,SE,3.58,0,0
33757,91,89.468506,,,,42545,2014,11,8,16,91,-2,12,1025,SE,7.6,0,0
33758,77,93.13022,,,,42546,2014,11,8,17,77,-2,11,1025,SE,10.73,0,0
33759,74,77.57833,,,,42547,2014,11,8,18,74,-1,11,1025,cv,1.79,0,0
33760,84,78.07975,,,,42548,2014,11,8,19,84,-1,6,1026,cv,2.68,0,0
33761,89,92.8246,,,,42549,2014,11,8,20,89,-1,3,1026,cv,3.57,0,0
33762,94,97.18072,,,,42550,2014,11,8,21,94,0,2,1027,NE,0.89,0,0
33763,92,97.77481,,,,42551,2014,11,8,22,92,-1,2,1027,SE,0.89,0,0
33764,97,92.01756,,,,42552,2014,11,8,23,97,0,1,1027,cv,0.45,0,0
33765,92,100.57867,,,,42553,2014,11,9,0,92,-2,0,1027,NW,1.79,0,0
33766,98,91.27766,,,,42554,2014,11,9,1,98,-2,-1,1028,NW,3.58,0,0
33767,116,97.372574,,,,42555,2014,11,9,2,116,-1,0,1027,cv,0.89,0,0
33768,113,120.29802,,,,42556,2014,11,9,3,113,-2,-1,1027,NW,1.79,0,0
33769,101,111.27139,,,,42557,2014,11,9,4,101,-4,-2,1027,NW,3.58,0,0
33770,87,97.74793,,,,42558,2014,11,9,5,87,-4,-1,1027,NW,7.6,0,0
33771,54,82.22958,,,,42559,2014,11,9,6,54,-4,-1,1027,NW,9.39,0,0
33772,50,49.537003,,,,42560,2014,11,9,7,50,-5,-1,1027,NW,12.52,0,0
33773,42,47.85429,,,,42561,2014,11,9,8,42,-4,3,1027,NW,16.54,0,0
33774,38,38.985046,,,,42562,2014,11,9,9,38,-3,8,1028,NW,19.67,0,0
33775,38,33.81729,,,,42563,2014,11,9,10,38,-7,11,1027,NW,22.8,0,0
33776,39,33.371624,,,,42564,2014,11,9,11,39,-9,12,1027,NW,24.59,0,0
33777,33,35.984943,,,,42565,2014,11,9,12,33,-9,14,1025,cv,1.79,0,0
33778,34,35.976776,,,,42566,2014,11,9,13,34,-8,16,1024,NW,1.79,0,0
33779,40,36.03794,,,,42567,2014,11,9,14,40,-7,16,1023,SE,3.13,0,0
33780,48,44.75162,,,,42568,2014,11,9,15,48,-5,16,1023,SE,6.26,0,0
33781,45,52.688385,,,,42569,2014,11,9,16,45,-5,15,1023,SE,9.39,0,0
33782,39,48.91219,,,,42570,2014,11,9,17,39,-4,15,1023,SE,11.18,0,0
33783,44,42.35291,,,,42571,2014,11,9,18,44,-3,9,1023,SE,12.97,0,0
33784,57,52.406254,,,,42572,2014,11,9,19,57,-1,6,1023,cv,0.89,0,0
33785,77,68.24623,,,,42573,2014,11,9,20,77,0,5,1024,cv,1.78,0,0
33786,76,86.22491,,,,42574,2014,11,9,21,76,-1,3,1024,cv,2.67,0,0
33787,98,81.80159,,,,42575,2014,11,9,22,98,-1,3,1024,cv,3.12,0,0
33788,101,105.252716,,,,42576,2014,11,9,23,101,-2,1,1024,NE,0.89,0,0
33789,104,104.23828,,,,42577,2014,11,10,0,104,-1,2,1024,NE,1.78,0,0
33790,106,102.45307,,,,42578,2014,11,10,1,106,-1,1,1024,cv,0.89,0,0
33791,108,109.34432,,,,42579,2014,11,10,2,108,-2,-1,1024,NW,1.79,0,0
33792,98,107.237,,,,42580,2014,11,10,3,98,-4,2,1023,NW,3.58,0,0
33793,79,93.86126,,,,42581,2014,11,10,4,79,-5,1,1023,NW,5.37,0,0
33794,44,74.50908,,,,42582,2014,11,10,5,44,-6,1,1023,NW,7.16,0,0
33795,33,40.211803,,,,42583,2014,11,10,6,33,-6,-1,1023,NW,8.95,0,0
33796,45,33.172863,,,,42584,2014,11,10,7,45,-6,-1,1023,NW,10.74,0,0
33797,53,46.467403,,,,42585,2014,11,10,8,53,-4,5,1024,NW,12.53,0,0
33798,47,50.818867,,,,42586,2014,11,10,9,47,-5,8,1024,NW,14.32,0,0
33799,42,43.204243,,,,42587,2014,11,10,10,42,-6,10,1023,NW,16.11,0,0
33800,34,39.572933,,,,42588,2014,11,10,11,34,-7,12,1023,cv,0.89,0,0
33801,38,35.563923,,,,42589,2014,11,10,12,38,-8,14,1022,cv,1.78,0,0
33802,41,41.638737,,,,42590,2014,11,10,13,41,-5,15,1021,SE,1.79,0,0
33803,56,47.4514,,,,42591,2014,11,10,14,56,-6,15,1020,SE,4.92,0,0
33804,59,62.053017,,,,42592,2014,11,10,15,59,-6,15,1019,SE,8.05,0,0
33805,68,62.834774,,,,42593,2014,11,10,16,68,-6,15,1019,SE,11.18,0,0
33806,79,71.69126,,,,42594,2014,11,10,17,79,-4,13,1019,cv,0.45,0,0
33807,79,87.4957,,,,42595,2014,11,10,18,79,-2,9,1019,cv,1.34,0,0
33808,111,89.31857,,,,42596,2014,11,10,19,111,-1,12,1020,SE,4.02,0,0
33809,147,117.843765,,,,42597,2014,11,10,20,147,1,9,1019,SE,5.81,0,0
33810,153,156.28197,,,,42598,2014,11,10,21,153,0,5,1019,cv,0.89,0,0
33811,145,160.92014,,,,42599,2014,11,10,22,145,0,4,1019,cv,1.78,0,0
33812,143,148.62979,,,,42600,2014,11,10,23,143,1,4,1019,cv,2.67,0,0
33813,144,147.12566,,,,42601,2014,11,11,0,144,1,2,1019,cv,3.12,0,0
33814,200,149.51588,,,,42602,2014,11,11,1,200,0,2,1019,cv,4.01,0,0
33815,239,210.96648,,,,42603,2014,11,11,2,239,0,1,1018,cv,4.9,0,0
33816,185,249.5509,,,,42604,2014,11,11,3,185,-1,2,1018,cv,5.79,0,0
33817,163,179.18864,,,,42605,2014,11,11,4,163,0,2,1018,cv,6.68,0,0
33818,28,161.2458,,,,42606,2014,11,11,5,28,-2,7,1017,NW,3.13,0,0
33819,12,11.318542,,,,42607,2014,11,11,6,12,-2,5,1018,NW,4.92,0,0
33820,9,11.414307,,,,42608,2014,11,11,7,9,-7,11,1018,NW,12.97,0,0
33821,9,5.6919794,,,,42609,2014,11,11,8,9,-7,11,1018,NW,18.78,0,0
33822,11,9.386871,,,,42610,2014,11,11,9,11,-7,11,1018,NW,25.93,0,0
33823,15,13.965511,,,,42611,2014,11,11,10,15,-8,12,1018,NW,33.98,0,0
33824,13,16.723942,,,,42612,2014,11,11,11,13,-7,13,1018,NW,42.03,0,0
33825,14,14.966065,,,,42613,2014,11,11,12,14,-7,14,1018,NW,53.21,0,0
33826,17,15.8993635,,,,42614,2014,11,11,13,17,-5,13,1017,NW,63.04,0,0
33827,18,21.444733,,,,42615,2014,11,11,14,18,-6,12,1018,NW,71.98,0,0
33828,16,20.794193,,,,42616,2014,11,11,15,16,-7,12,1018,NW,80.92,0,0
33829,11,17.401148,,,,42617,2014,11,11,16,11,-8,12,1018,NW,90.75,0,0
33830,7,12.294976,,,,42618,2014,11,11,17,7,-8,11,1018,NW,98.8,0,0
33831,9,9.65096,,,,42619,2014,11,11,18,9,-8,9,1018,NW,103.72,0,0
33832,13,13.022976,,,,42620,2014,11,11,19,13,-8,11,1019,NW,106.85,0,0
33833,16,14.383405,,,,42621,2014,11,11,20,16,-6,6,1019,NW,108.64,0,0
33834,8,21.673838,,,,42622,2014,11,11,21,8,-10,10,1021,NW,116.69,0,0
33835,19,5.949689,,,,42623,2014,11,11,22,19,-13,9,1022,NW,124.74,0,0
33836,8,17.341286,,,,42624,2014,11,11,23,8,-15,8,1023,NW,133.68,0,0
33837,9,7.4663186,,,,42625,2014,11,12,0,9,-14,7,1023,NW,140.83,0,0
33838,5,11.148159,,,,42626,2014,11,12,1,5,-15,7,1023,NW,148.88,0,0
33839,2,6.441361,,,,42627,2014,11,12,2,2,-15,6,1023,NW,156.03,0,0
33840,2,4.0080037,,,,42628,2014,11,12,3,2,-16,6,1023,NW,161.84,0,0
33841,3,3.5891354,,,,42629,2014,11,12,4,3,-15,4,1023,NW,165.86,0,0
33842,3,6.368876,,,,42630,2014,11,12,5,3,-16,5,1023,NW,173.91,0,0
33843,6,4.4445724,,,,42631,2014,11,12,6,6,-16,4,1023,NW,181.96,0,0
33844,4,7.920721,,,,42632,2014,11,12,7,4,-18,3,1024,NW,191.79,0,0
33845,4,4.8023643,,,,42633,2014,11,12,8,4,-19,4,1026,NW,202.97,0,0
33846,5,2.8839352,,,,42634,2014,11,12,9,5,-20,5,1027,NW,215.04,0,0
33847,6,3.7289755,,,,42635,2014,11,12,10,6,-22,6,1027,NW,227.11,0,0
33848,6,4.60624,,,,42636,2014,11,12,11,6,-22,6,1027,NW,240.07,0,0
33849,5,5.9075017,,,,42637,2014,11,12,12,5,-22,7,1027,NW,252.14,0,0
33850,4,4.832918,,,,42638,2014,11,12,13,4,-21,8,1026,NW,261.97,0,0
